Date,Country,Region,FuelType,Price,RowId
8/9/2021,France,Europe,Diesel_Price_USD_per_Liter,0.743,9098
8/9/2021,France,Europe,Natural_Gas_Price_USD_per_MMBtu,1.5,9099
8/9/2021,France,Europe,Crude_Oil_Price_USD_per_Barrel,48.14,9100
8/9/2021,France,Europe,Geopolitical_Risk_Index,20.8,9101
8/9/2021,France,Europe,Tax_Rate_on_Fuel (%),42,9102
8/16/2021,France,Europe,Petrol_Price_USD_per_Liter,0.842,9103
8/16/2021,France,Europe,Diesel_Price_USD_per_Liter,0.796,9104
8/16/2021,France,Europe,Natural_Gas_Price_USD_per_MMBtu,1.565,9105
8/16/2021,France,Europe,Crude_Oil_Price_USD_per_Barrel,49.29,9106
8/16/2021,France,Europe,Geopolitical_Risk_Index,25.5,9107
8/16/2021,France,Europe,Tax_Rate_on_Fuel (%),42,9108
8/23/2021,France,Europe,Petrol_Price_USD_per_Liter,0.816,9109
8/23/2021,France,Europe,Diesel_Price_USD_per_Liter,0.728,9110
8/23/2021,France,Europe,Natural_Gas_Price_USD_per_MMBtu,1.649,9111
8/23/2021,France,Europe,Crude_Oil_Price_USD_per_Barrel,46.85,9112
8/23/2021,France,Europe,Geopolitical_Risk_Index,22.2,9113
8/23/2021,France,Europe,Tax_Rate_on_Fuel (%),42,9114
8/30/2021,France,Europe,Petrol_Price_USD_per_Liter,0.785,9115
8/30/2021,France,Europe,Diesel_Price_USD_per_Liter,0.721,9116
8/30/2021,France,Europe,Natural_Gas_Price_USD_per_MMBtu,1.5,9117
8/30/2021,France,Europe,Crude_Oil_Price_USD_per_Barrel,45.11,9118
8/30/2021,France,Europe,Geopolitical_Risk_Index,25.7,9119
8/30/2021,France,Europe,Tax_Rate_on_Fuel (%),42,9120
9/6/2021,France,Europe,Petrol_Price_USD_per_Liter,0.835,9121
9/6/2021,France,Europe,Diesel_Price_USD_per_Liter,0.707,9122
9/6/2021,France,Europe,Natural_Gas_Price_USD_per_MMBtu,1.5,9123
9/6/2021,France,Europe,Crude_Oil_Price_USD_per_Barrel,45.83,9124
9/6/2021,France,Europe,Geopolitical_Risk_Index,23.9,9125
9/6/2021,France,Europe,Tax_Rate_on_Fuel (%),42,9126
9/13/2021,France,Europe,Petrol_Price_USD_per_Liter,0.815,9127
9/13/2021,France,Europe,Diesel_Price_USD_per_Liter,0.706,9128
9/13/2021,France,Europe,Natural_Gas_Price_USD_per_MMBtu,1.5,9129
9/13/2021,France,Europe,Crude_Oil_Price_USD_per_Barrel,45.06,9130
9/13/2021,France,Europe,Geopolitical_Risk_Index,26.4,9131
9/13/2021,France,Europe,Tax_Rate_on_Fuel (%),42,9132
9/20/2021,France,Europe,Petrol_Price_USD_per_Liter,0.891,9133
9/20/2021,France,Europe,Diesel_Price_USD_per_Liter,0.781,9134
9/20/2021,France,Europe,Natural_Gas_Price_USD_per_MMBtu,1.524,9135
9/20/2021,France,Europe,Crude_Oil_Price_USD_per_Barrel,49.27,9136
9/20/2021,France,Europe,Geopolitical_Risk_Index,23.5,9137
9/20/2021,France,Europe,Tax_Rate_on_Fuel (%),42,9138
9/27/2021,France,Europe,Petrol_Price_USD_per_Liter,0.85,9139
9/27/2021,France,Europe,Diesel_Price_USD_per_Liter,0.756,9140
9/27/2021,France,Europe,Natural_Gas_Price_USD_per_MMBtu,1.5,9141
9/27/2021,France,Europe,Crude_Oil_Price_USD_per_Barrel,48.59,9142
9/27/2021,France,Europe,Geopolitical_Risk_Index,26.6,9143
9/27/2021,France,Europe,Tax_Rate_on_Fuel (%),42,9144
10/4/2021,France,Europe,Petrol_Price_USD_per_Liter,0.864,9145
10/4/2021,France,Europe,Diesel_Price_USD_per_Liter,0.768,9146
10/4/2021,France,Europe,Natural_Gas_Price_USD_per_MMBtu,1.687,9147
10/4/2021,France,Europe,Crude_Oil_Price_USD_per_Barrel,48.99,9148
10/4/2021,France,Europe,Geopolitical_Risk_Index,27,9149
10/4/2021,France,Europe,Tax_Rate_on_Fuel (%),42,9150
10/11/2021,France,Europe,Petrol_Price_USD_per_Liter,0.833,9151
10/11/2021,France,Europe,Diesel_Price_USD_per_Liter,0.753,9152
10/11/2021,France,Europe,Natural_Gas_Price_USD_per_MMBtu,1.5,9153
10/11/2021,France,Europe,Crude_Oil_Price_USD_per_Barrel,47.2,9154
10/11/2021,France,Europe,Geopolitical_Risk_Index,29.7,9155
10/11/2021,France,Europe,Tax_Rate_on_Fuel (%),42,9156
10/18/2021,France,Europe,Petrol_Price_USD_per_Liter,0.838,9157
10/18/2021,France,Europe,Diesel_Price_USD_per_Liter,0.779,9158
10/18/2021,France,Europe,Natural_Gas_Price_USD_per_MMBtu,1.5,9159
10/18/2021,France,Europe,Crude_Oil_Price_USD_per_Barrel,49.08,9160
10/18/2021,France,Europe,Geopolitical_Risk_Index,29.5,9161
10/18/2021,France,Europe,Tax_Rate_on_Fuel (%),42,9162
10/25/2021,France,Europe,Petrol_Price_USD_per_Liter,0.81,9163
10/25/2021,France,Europe,Diesel_Price_USD_per_Liter,0.705,9164
10/25/2021,France,Europe,Natural_Gas_Price_USD_per_MMBtu,1.5,9165
10/25/2021,France,Europe,Crude_Oil_Price_USD_per_Barrel,45.77,9166
10/25/2021,France,Europe,Geopolitical_Risk_Index,28,9167
10/25/2021,France,Europe,Tax_Rate_on_Fuel (%),42,9168
11/1/2021,France,Europe,Petrol_Price_USD_per_Liter,0.847,9169
11/1/2021,France,Europe,Diesel_Price_USD_per_Liter,0.779,9170
11/1/2021,France,Europe,Natural_Gas_Price_USD_per_MMBtu,1.656,9171
11/1/2021,France,Europe,Crude_Oil_Price_USD_per_Barrel,48.95,9172
11/1/2021,France,Europe,Geopolitical_Risk_Index,21.4,9173
11/1/2021,France,Europe,Tax_Rate_on_Fuel (%),42,9174
11/8/2021,France,Europe,Petrol_Price_USD_per_Liter,0.89,9175
11/8/2021,France,Europe,Diesel_Price_USD_per_Liter,0.76,9176
11/8/2021,France,Europe,Natural_Gas_Price_USD_per_MMBtu,1.5,9177
11/8/2021,France,Europe,Crude_Oil_Price_USD_per_Barrel,49.39,9178
11/8/2021,France,Europe,Geopolitical_Risk_Index,28.4,9179
11/8/2021,France,Europe,Tax_Rate_on_Fuel (%),42,9180
11/15/2021,France,Europe,Petrol_Price_USD_per_Liter,0.904,9181
11/15/2021,France,Europe,Diesel_Price_USD_per_Liter,0.834,9182
11/15/2021,France,Europe,Natural_Gas_Price_USD_per_MMBtu,1.825,9183
11/15/2021,France,Europe,Crude_Oil_Price_USD_per_Barrel,52.53,9184
11/15/2021,France,Europe,Geopolitical_Risk_Index,20.4,9185
11/15/2021,France,Europe,Tax_Rate_on_Fuel (%),42,9186
11/22/2021,France,Europe,Petrol_Price_USD_per_Liter,0.88,9187
11/22/2021,France,Europe,Diesel_Price_USD_per_Liter,0.79,9188
11/22/2021,France,Europe,Natural_Gas_Price_USD_per_MMBtu,1.739,9189
11/22/2021,France,Europe,Crude_Oil_Price_USD_per_Barrel,50.29,9190
11/22/2021,France,Europe,Geopolitical_Risk_Index,23.9,9191
11/22/2021,France,Europe,Tax_Rate_on_Fuel (%),42,9192
11/29/2021,France,Europe,Petrol_Price_USD_per_Liter,0.983,9193
11/29/2021,France,Europe,Diesel_Price_USD_per_Liter,0.876,9194
11/29/2021,France,Europe,Natural_Gas_Price_USD_per_MMBtu,1.921,9195
11/29/2021,France,Europe,Crude_Oil_Price_USD_per_Barrel,55.54,9196
11/29/2021,France,Europe,Geopolitical_Risk_Index,22.1,9197
11/29/2021,France,Europe,Tax_Rate_on_Fuel (%),42,9198
12/6/2021,France,Europe,Petrol_Price_USD_per_Liter,0.986,9199
12/6/2021,France,Europe,Diesel_Price_USD_per_Liter,0.838,9200
12/6/2021,France,Europe,Natural_Gas_Price_USD_per_MMBtu,1.569,9201
12/6/2021,France,Europe,Crude_Oil_Price_USD_per_Barrel,55.8,9202
12/6/2021,France,Europe,Geopolitical_Risk_Index,24.8,9203
12/6/2021,France,Europe,Tax_Rate_on_Fuel (%),42,9204
12/13/2021,France,Europe,Petrol_Price_USD_per_Liter,0.928,9205
12/13/2021,France,Europe,Diesel_Price_USD_per_Liter,0.807,9206
12/13/2021,France,Europe,Natural_Gas_Price_USD_per_MMBtu,1.688,9207
12/13/2021,France,Europe,Crude_Oil_Price_USD_per_Barrel,53.01,9208
12/13/2021,France,Europe,Geopolitical_Risk_Index,27,9209
12/13/2021,France,Europe,Tax_Rate_on_Fuel (%),42,9210
12/20/2021,France,Europe,Petrol_Price_USD_per_Liter,0.973,9211
12/20/2021,France,Europe,Diesel_Price_USD_per_Liter,0.88,9212
12/20/2021,France,Europe,Natural_Gas_Price_USD_per_MMBtu,1.597,9213
12/20/2021,France,Europe,Crude_Oil_Price_USD_per_Barrel,56.21,9214
12/20/2021,France,Europe,Geopolitical_Risk_Index,24.6,9215
12/20/2021,France,Europe,Tax_Rate_on_Fuel (%),42,9216
12/27/2021,France,Europe,Petrol_Price_USD_per_Liter,1.042,9217
12/27/2021,France,Europe,Diesel_Price_USD_per_Liter,0.909,9218
12/27/2021,France,Europe,Natural_Gas_Price_USD_per_MMBtu,1.932,9219
12/27/2021,France,Europe,Crude_Oil_Price_USD_per_Barrel,59.27,9220
12/27/2021,France,Europe,Geopolitical_Risk_Index,28.3,9221
12/27/2021,France,Europe,Tax_Rate_on_Fuel (%),42,9222
1/3/2022,France,Europe,Petrol_Price_USD_per_Liter,1.076,9223
1/3/2022,France,Europe,Diesel_Price_USD_per_Liter,0.94,9224
1/3/2022,France,Europe,Natural_Gas_Price_USD_per_MMBtu,1.5,9225
1/3/2022,France,Europe,Crude_Oil_Price_USD_per_Barrel,59.52,9226
1/3/2022,France,Europe,Geopolitical_Risk_Index,20.4,9227
1/3/2022,France,Europe,Tax_Rate_on_Fuel (%),42,9228
1/10/2022,France,Europe,Petrol_Price_USD_per_Liter,1.091,9229
1/10/2022,France,Europe,Diesel_Price_USD_per_Liter,0.977,9230
1/10/2022,France,Europe,Natural_Gas_Price_USD_per_MMBtu,1.5,9231
1/10/2022,France,Europe,Crude_Oil_Price_USD_per_Barrel,61.75,9232
1/10/2022,France,Europe,Geopolitical_Risk_Index,24.3,9233
1/10/2022,France,Europe,Tax_Rate_on_Fuel (%),42,9234
1/17/2022,France,Europe,Petrol_Price_USD_per_Liter,1.149,9235
1/17/2022,France,Europe,Diesel_Price_USD_per_Liter,0.949,9236
1/17/2022,France,Europe,Natural_Gas_Price_USD_per_MMBtu,1.877,9237
1/17/2022,France,Europe,Crude_Oil_Price_USD_per_Barrel,62.25,9238
1/17/2022,France,Europe,Geopolitical_Risk_Index,25.3,9239
1/17/2022,France,Europe,Tax_Rate_on_Fuel (%),42,9240
1/24/2022,France,Europe,Petrol_Price_USD_per_Liter,1.1,9241
1/24/2022,France,Europe,Diesel_Price_USD_per_Liter,0.988,9242
1/24/2022,France,Europe,Natural_Gas_Price_USD_per_MMBtu,1.916,9243
1/24/2022,France,Europe,Crude_Oil_Price_USD_per_Barrel,61.77,9244
1/24/2022,France,Europe,Geopolitical_Risk_Index,27.9,9245
1/24/2022,France,Europe,Tax_Rate_on_Fuel (%),42,9246
1/31/2022,France,Europe,Petrol_Price_USD_per_Liter,1.071,9247
1/31/2022,France,Europe,Diesel_Price_USD_per_Liter,0.946,9248
1/31/2022,France,Europe,Natural_Gas_Price_USD_per_MMBtu,1.984,9249
1/31/2022,France,Europe,Crude_Oil_Price_USD_per_Barrel,61.83,9250
1/31/2022,France,Europe,Geopolitical_Risk_Index,22.3,9251
1/31/2022,France,Europe,Tax_Rate_on_Fuel (%),42,9252
2/7/2022,France,Europe,Petrol_Price_USD_per_Liter,1.145,9253
2/7/2022,France,Europe,Diesel_Price_USD_per_Liter,1.033,9254
2/7/2022,France,Europe,Natural_Gas_Price_USD_per_MMBtu,2.115,9255
2/7/2022,France,Europe,Crude_Oil_Price_USD_per_Barrel,67.08,9256
2/7/2022,France,Europe,Geopolitical_Risk_Index,24.2,9257
2/7/2022,France,Europe,Tax_Rate_on_Fuel (%),42,9258
2/14/2022,France,Europe,Petrol_Price_USD_per_Liter,1.139,9259
2/14/2022,France,Europe,Diesel_Price_USD_per_Liter,1.049,9260
2/14/2022,France,Europe,Natural_Gas_Price_USD_per_MMBtu,2.14,9261
2/14/2022,France,Europe,Crude_Oil_Price_USD_per_Barrel,67.68,9262
2/14/2022,France,Europe,Geopolitical_Risk_Index,24.6,9263
2/14/2022,France,Europe,Tax_Rate_on_Fuel (%),42,9264
2/21/2022,France,Europe,Petrol_Price_USD_per_Liter,1.279,9265
2/21/2022,France,Europe,Diesel_Price_USD_per_Liter,1.179,9266
2/21/2022,France,Europe,Natural_Gas_Price_USD_per_MMBtu,2.602,9267
2/21/2022,France,Europe,Crude_Oil_Price_USD_per_Barrel,73.87,9268
2/21/2022,France,Europe,Geopolitical_Risk_Index,32.5,9269
2/21/2022,France,Europe,Tax_Rate_on_Fuel (%),42,9270
2/28/2022,France,Europe,Petrol_Price_USD_per_Liter,1.343,9271
2/28/2022,France,Europe,Diesel_Price_USD_per_Liter,1.145,9272
2/28/2022,France,Europe,Natural_Gas_Price_USD_per_MMBtu,2.463,9273
2/28/2022,France,Europe,Crude_Oil_Price_USD_per_Barrel,74.76,9274
2/28/2022,France,Europe,Geopolitical_Risk_Index,57.5,9275
2/28/2022,France,Europe,Tax_Rate_on_Fuel (%),42,9276
3/7/2022,France,Europe,Petrol_Price_USD_per_Liter,1.328,9277
3/7/2022,France,Europe,Diesel_Price_USD_per_Liter,1.171,9278
3/7/2022,France,Europe,Natural_Gas_Price_USD_per_MMBtu,2.515,9279
3/7/2022,France,Europe,Crude_Oil_Price_USD_per_Barrel,78.7,9280
3/7/2022,France,Europe,Geopolitical_Risk_Index,48.5,9281
3/7/2022,France,Europe,Tax_Rate_on_Fuel (%),42,9282
3/14/2022,France,Europe,Petrol_Price_USD_per_Liter,1.243,9283
3/14/2022,France,Europe,Diesel_Price_USD_per_Liter,1.112,9284
3/14/2022,France,Europe,Natural_Gas_Price_USD_per_MMBtu,2.078,9285
3/14/2022,France,Europe,Crude_Oil_Price_USD_per_Barrel,71.49,9286
3/14/2022,France,Europe,Geopolitical_Risk_Index,54.6,9287
3/14/2022,France,Europe,Tax_Rate_on_Fuel (%),42,9288
3/21/2022,France,Europe,Petrol_Price_USD_per_Liter,1.368,9289
3/21/2022,France,Europe,Diesel_Price_USD_per_Liter,1.235,9290
3/21/2022,France,Europe,Natural_Gas_Price_USD_per_MMBtu,2.09,9291
3/21/2022,France,Europe,Crude_Oil_Price_USD_per_Barrel,80.92,9292
3/21/2022,France,Europe,Geopolitical_Risk_Index,60.5,9293
3/21/2022,France,Europe,Tax_Rate_on_Fuel (%),42,9294
3/28/2022,France,Europe,Petrol_Price_USD_per_Liter,1.415,9295
3/28/2022,France,Europe,Diesel_Price_USD_per_Liter,1.232,9296
3/28/2022,France,Europe,Natural_Gas_Price_USD_per_MMBtu,2.05,9297
3/28/2022,France,Europe,Crude_Oil_Price_USD_per_Barrel,80.64,9298
3/28/2022,France,Europe,Geopolitical_Risk_Index,56.1,9299
3/28/2022,France,Europe,Tax_Rate_on_Fuel (%),42,9300
4/4/2022,France,Europe,Petrol_Price_USD_per_Liter,1.554,9301
4/4/2022,France,Europe,Diesel_Price_USD_per_Liter,1.353,9302
4/4/2022,France,Europe,Natural_Gas_Price_USD_per_MMBtu,2.355,9303
4/4/2022,France,Europe,Crude_Oil_Price_USD_per_Barrel,86.21,9304
4/4/2022,France,Europe,Geopolitical_Risk_Index,59.7,9305
4/4/2022,France,Europe,Tax_Rate_on_Fuel (%),42,9306
4/11/2022,France,Europe,Petrol_Price_USD_per_Liter,1.496,9307
4/11/2022,France,Europe,Diesel_Price_USD_per_Liter,1.287,9308
4/11/2022,France,Europe,Natural_Gas_Price_USD_per_MMBtu,2.256,9309
4/11/2022,France,Europe,Crude_Oil_Price_USD_per_Barrel,82.11,9310
4/11/2022,France,Europe,Geopolitical_Risk_Index,45.3,9311
4/11/2022,France,Europe,Tax_Rate_on_Fuel (%),42,9312
4/18/2022,France,Europe,Petrol_Price_USD_per_Liter,1.46,9313
4/18/2022,France,Europe,Diesel_Price_USD_per_Liter,1.301,9314
4/18/2022,France,Europe,Natural_Gas_Price_USD_per_MMBtu,2.542,9315
4/18/2022,France,Europe,Crude_Oil_Price_USD_per_Barrel,83.62,9316
4/18/2022,France,Europe,Geopolitical_Risk_Index,40.1,9317
4/18/2022,France,Europe,Tax_Rate_on_Fuel (%),42,9318
4/25/2022,France,Europe,Petrol_Price_USD_per_Liter,1.466,9319
4/25/2022,France,Europe,Diesel_Price_USD_per_Liter,1.287,9320
4/25/2022,France,Europe,Natural_Gas_Price_USD_per_MMBtu,2.734,9321
4/25/2022,France,Europe,Crude_Oil_Price_USD_per_Barrel,83.51,9322
4/25/2022,France,Europe,Geopolitical_Risk_Index,56.9,9323
4/25/2022,France,Europe,Tax_Rate_on_Fuel (%),42,9324
5/2/2022,France,Europe,Petrol_Price_USD_per_Liter,1.434,9325
5/2/2022,France,Europe,Diesel_Price_USD_per_Liter,1.318,9326
5/2/2022,France,Europe,Natural_Gas_Price_USD_per_MMBtu,2.348,9327
5/2/2022,France,Europe,Crude_Oil_Price_USD_per_Barrel,82.49,9328
5/2/2022,France,Europe,Geopolitical_Risk_Index,44.1,9329
5/2/2022,France,Europe,Tax_Rate_on_Fuel (%),42,9330
5/9/2022,France,Europe,Petrol_Price_USD_per_Liter,1.576,9331
5/9/2022,France,Europe,Diesel_Price_USD_per_Liter,1.362,9332
5/9/2022,France,Europe,Natural_Gas_Price_USD_per_MMBtu,2.493,9333
5/9/2022,France,Europe,Crude_Oil_Price_USD_per_Barrel,87.94,9334
5/9/2022,France,Europe,Geopolitical_Risk_Index,51.9,9335
5/9/2022,France,Europe,Tax_Rate_on_Fuel (%),42,9336
5/16/2022,France,Europe,Petrol_Price_USD_per_Liter,1.469,9337
5/16/2022,France,Europe,Diesel_Price_USD_per_Liter,1.32,9338
5/16/2022,France,Europe,Natural_Gas_Price_USD_per_MMBtu,2.407,9339
5/16/2022,France,Europe,Crude_Oil_Price_USD_per_Barrel,84.08,9340
5/16/2022,France,Europe,Geopolitical_Risk_Index,48.8,9341
5/16/2022,France,Europe,Tax_Rate_on_Fuel (%),42,9342
5/23/2022,France,Europe,Petrol_Price_USD_per_Liter,1.53,9343
5/23/2022,France,Europe,Diesel_Price_USD_per_Liter,1.353,9344
5/23/2022,France,Europe,Natural_Gas_Price_USD_per_MMBtu,3.119,9345
5/23/2022,France,Europe,Crude_Oil_Price_USD_per_Barrel,87.7,9346
5/23/2022,France,Europe,Geopolitical_Risk_Index,50.1,9347
5/23/2022,France,Europe,Tax_Rate_on_Fuel (%),42,9348
5/30/2022,France,Europe,Petrol_Price_USD_per_Liter,1.158,9349
5/30/2022,France,Europe,Diesel_Price_USD_per_Liter,1.017,9350
5/30/2022,France,Europe,Natural_Gas_Price_USD_per_MMBtu,1.811,9351
5/30/2022,France,Europe,Crude_Oil_Price_USD_per_Barrel,64.3,9352
5/30/2022,France,Europe,Geopolitical_Risk_Index,53.4,9353
5/30/2022,France,Europe,Tax_Rate_on_Fuel (%),42,9354
6/6/2022,France,Europe,Petrol_Price_USD_per_Liter,1.153,9355
6/6/2022,France,Europe,Diesel_Price_USD_per_Liter,1.024,9356
6/6/2022,France,Europe,Natural_Gas_Price_USD_per_MMBtu,2.1,9357
6/6/2022,France,Europe,Crude_Oil_Price_USD_per_Barrel,65.27,9358
6/6/2022,France,Europe,Geopolitical_Risk_Index,50.1,9359
6/6/2022,France,Europe,Tax_Rate_on_Fuel (%),42,9360
6/13/2022,France,Europe,Petrol_Price_USD_per_Liter,1.071,9361
6/13/2022,France,Europe,Diesel_Price_USD_per_Liter,0.972,9362
6/13/2022,France,Europe,Natural_Gas_Price_USD_per_MMBtu,1.87,9363
6/13/2022,France,Europe,Crude_Oil_Price_USD_per_Barrel,61.49,9364
6/13/2022,France,Europe,Geopolitical_Risk_Index,35.6,9365
6/13/2022,France,Europe,Tax_Rate_on_Fuel (%),42,9366
6/20/2022,France,Europe,Petrol_Price_USD_per_Liter,0.981,9367
6/20/2022,France,Europe,Diesel_Price_USD_per_Liter,0.884,9368
6/20/2022,France,Europe,Natural_Gas_Price_USD_per_MMBtu,1.778,9369
6/20/2022,France,Europe,Crude_Oil_Price_USD_per_Barrel,57.32,9370
6/20/2022,France,Europe,Geopolitical_Risk_Index,60.9,9371
6/20/2022,France,Europe,Tax_Rate_on_Fuel (%),42,9372
6/27/2022,France,Europe,Petrol_Price_USD_per_Liter,1.063,9373
6/27/2022,France,Europe,Diesel_Price_USD_per_Liter,0.933,9374
6/27/2022,France,Europe,Natural_Gas_Price_USD_per_MMBtu,1.957,9375
6/27/2022,France,Europe,Crude_Oil_Price_USD_per_Barrel,58.45,9376
6/27/2022,France,Europe,Geopolitical_Risk_Index,48,9377
6/27/2022,France,Europe,Tax_Rate_on_Fuel (%),42,9378
7/4/2022,France,Europe,Petrol_Price_USD_per_Liter,1.02,9379
7/4/2022,France,Europe,Diesel_Price_USD_per_Liter,0.924,9380
7/4/2022,France,Europe,Natural_Gas_Price_USD_per_MMBtu,1.697,9381
7/4/2022,France,Europe,Crude_Oil_Price_USD_per_Barrel,58.77,9382
7/4/2022,France,Europe,Geopolitical_Risk_Index,56.5,9383
7/4/2022,France,Europe,Tax_Rate_on_Fuel (%),42,9384
7/11/2022,France,Europe,Petrol_Price_USD_per_Liter,0.924,9385
7/11/2022,France,Europe,Diesel_Price_USD_per_Liter,0.825,9386
7/11/2022,France,Europe,Natural_Gas_Price_USD_per_MMBtu,1.614,9387
7/11/2022,France,Europe,Crude_Oil_Price_USD_per_Barrel,52.63,9388
7/11/2022,France,Europe,Geopolitical_Risk_Index,55.6,9389
7/11/2022,France,Europe,Tax_Rate_on_Fuel (%),42,9390
7/18/2022,France,Europe,Petrol_Price_USD_per_Liter,1.025,9391
7/18/2022,France,Europe,Diesel_Price_USD_per_Liter,0.892,9392
7/18/2022,France,Europe,Natural_Gas_Price_USD_per_MMBtu,1.518,9393
7/18/2022,France,Europe,Crude_Oil_Price_USD_per_Barrel,57.59,9394
7/18/2022,France,Europe,Geopolitical_Risk_Index,57.4,9395
7/18/2022,France,Europe,Tax_Rate_on_Fuel (%),42,9396
7/25/2022,France,Europe,Petrol_Price_USD_per_Liter,0.971,9397
7/25/2022,France,Europe,Diesel_Price_USD_per_Liter,0.869,9398
7/25/2022,France,Europe,Natural_Gas_Price_USD_per_MMBtu,1.903,9399
7/25/2022,France,Europe,Crude_Oil_Price_USD_per_Barrel,54.72,9400
7/25/2022,France,Europe,Geopolitical_Risk_Index,51.1,9401
7/25/2022,France,Europe,Tax_Rate_on_Fuel (%),42,9402
8/1/2022,France,Europe,Petrol_Price_USD_per_Liter,0.883,9403
8/1/2022,France,Europe,Diesel_Price_USD_per_Liter,0.8,9404
8/1/2022,France,Europe,Natural_Gas_Price_USD_per_MMBtu,1.5,9405
8/1/2022,France,Europe,Crude_Oil_Price_USD_per_Barrel,50.98,9406
8/1/2022,France,Europe,Geopolitical_Risk_Index,53.9,9407
8/1/2022,France,Europe,Tax_Rate_on_Fuel (%),42,9408
8/8/2022,France,Europe,Petrol_Price_USD_per_Liter,0.85,9409
8/8/2022,France,Europe,Diesel_Price_USD_per_Liter,0.761,9410
8/8/2022,France,Europe,Natural_Gas_Price_USD_per_MMBtu,1.5,9411
8/8/2022,France,Europe,Crude_Oil_Price_USD_per_Barrel,47.94,9412
8/8/2022,France,Europe,Geopolitical_Risk_Index,61.8,9413
8/8/2022,France,Europe,Tax_Rate_on_Fuel (%),42,9414
8/15/2022,France,Europe,Petrol_Price_USD_per_Liter,0.936,9415
8/15/2022,France,Europe,Diesel_Price_USD_per_Liter,0.833,9416
8/15/2022,France,Europe,Natural_Gas_Price_USD_per_MMBtu,1.5,9417
8/15/2022,France,Europe,Crude_Oil_Price_USD_per_Barrel,53.86,9418
8/15/2022,France,Europe,Geopolitical_Risk_Index,39.2,9419
8/15/2022,France,Europe,Tax_Rate_on_Fuel (%),42,9420
8/22/2022,France,Europe,Petrol_Price_USD_per_Liter,0.868,9421
8/22/2022,France,Europe,Diesel_Price_USD_per_Liter,0.811,9422
8/22/2022,France,Europe,Natural_Gas_Price_USD_per_MMBtu,1.83,9423
8/22/2022,France,Europe,Crude_Oil_Price_USD_per_Barrel,51.14,9424
8/22/2022,France,Europe,Geopolitical_Risk_Index,40.4,9425
8/22/2022,France,Europe,Tax_Rate_on_Fuel (%),42,9426
8/29/2022,France,Europe,Petrol_Price_USD_per_Liter,0.913,9427
8/29/2022,France,Europe,Diesel_Price_USD_per_Liter,0.774,9428
8/29/2022,France,Europe,Natural_Gas_Price_USD_per_MMBtu,1.5,9429
8/29/2022,France,Europe,Crude_Oil_Price_USD_per_Barrel,51.09,9430
8/29/2022,France,Europe,Geopolitical_Risk_Index,31.7,9431
8/29/2022,France,Europe,Tax_Rate_on_Fuel (%),42,9432
9/5/2022,France,Europe,Petrol_Price_USD_per_Liter,0.824,9433
9/5/2022,France,Europe,Diesel_Price_USD_per_Liter,0.703,9434
9/5/2022,France,Europe,Natural_Gas_Price_USD_per_MMBtu,1.5,9435
9/5/2022,France,Europe,Crude_Oil_Price_USD_per_Barrel,45.22,9436
9/5/2022,France,Europe,Geopolitical_Risk_Index,49.2,9437
9/5/2022,France,Europe,Tax_Rate_on_Fuel (%),42,9438
9/12/2022,France,Europe,Petrol_Price_USD_per_Liter,0.834,9439
9/12/2022,France,Europe,Diesel_Price_USD_per_Liter,0.736,9440
9/12/2022,France,Europe,Natural_Gas_Price_USD_per_MMBtu,1.513,9441
9/12/2022,France,Europe,Crude_Oil_Price_USD_per_Barrel,46.82,9442
9/12/2022,France,Europe,Geopolitical_Risk_Index,60.1,9443
9/12/2022,France,Europe,Tax_Rate_on_Fuel (%),42,9444
9/19/2022,France,Europe,Petrol_Price_USD_per_Liter,0.846,9445
9/19/2022,France,Europe,Diesel_Price_USD_per_Liter,0.746,9446
9/19/2022,France,Europe,Natural_Gas_Price_USD_per_MMBtu,1.5,9447
9/19/2022,France,Europe,Crude_Oil_Price_USD_per_Barrel,47.48,9448
9/19/2022,France,Europe,Geopolitical_Risk_Index,43,9449
9/19/2022,France,Europe,Tax_Rate_on_Fuel (%),42,9450
9/26/2022,France,Europe,Petrol_Price_USD_per_Liter,0.901,9451
9/26/2022,France,Europe,Diesel_Price_USD_per_Liter,0.78,9452
9/26/2022,France,Europe,Natural_Gas_Price_USD_per_MMBtu,1.5,9453
9/26/2022,France,Europe,Crude_Oil_Price_USD_per_Barrel,49.17,9454
9/26/2022,France,Europe,Geopolitical_Risk_Index,43.7,9455
9/26/2022,France,Europe,Tax_Rate_on_Fuel (%),42,9456
10/3/2022,France,Europe,Petrol_Price_USD_per_Liter,0.878,9457
10/3/2022,France,Europe,Diesel_Price_USD_per_Liter,0.749,9458
10/3/2022,France,Europe,Natural_Gas_Price_USD_per_MMBtu,1.622,9459
10/3/2022,France,Europe,Crude_Oil_Price_USD_per_Barrel,48.14,9460
10/3/2022,France,Europe,Geopolitical_Risk_Index,53,9461
10/3/2022,France,Europe,Tax_Rate_on_Fuel (%),42,9462
10/10/2022,France,Europe,Petrol_Price_USD_per_Liter,0.849,9463
10/10/2022,France,Europe,Diesel_Price_USD_per_Liter,0.777,9464
10/10/2022,France,Europe,Natural_Gas_Price_USD_per_MMBtu,1.512,9465
10/10/2022,France,Europe,Crude_Oil_Price_USD_per_Barrel,50.09,9466
10/10/2022,France,Europe,Geopolitical_Risk_Index,48.1,9467
10/10/2022,France,Europe,Tax_Rate_on_Fuel (%),42,9468
